term	gobpid	organism	query_lists_id	direction	p.adjusted	oddsratio	x_labels	Odds_Ratio_Score
ribosomal small subunit biogenesis	GO:0042274	S. cerevisiae	AMB + LF	Up	7.28094887236256e-09	3.35896400142569	S. cerevisiae AMB + LF	3.35896400142569
ribosomal small subunit export from nucleus	GO:0000056	S. cerevisiae	AMB only	Down	0.0112329208431367	5.80754716981132	S. cerevisiae AMB only	-5.80754716981132
ribosomal subunit export from nucleus	GO:0000054	S. cerevisiae	AMB only	Down	8.00703907018238e-11	8.11683320522675	S. cerevisiae AMB only	-8.11683320522675
ribosome assembly	GO:0042255	S. cerevisiae	AMB only	Down	3.22257591046427e-07	3.83675675675676	S. cerevisiae AMB only	-3.83675675675676
ribosome assembly	GO:0042255	S. cerevisiae	AMB + LF	Up	1.73713190537685e-11	5.95628476084538	S. cerevisiae AMB + LF	5.95628476084538
ribosome biogenesis	GO:0042254	S. cerevisiae	AMB only	Down	3.00696799462456e-59	5.25796601168348	S. cerevisiae AMB only	-5.25796601168348
ribosome biogenesis	GO:0042254	S. cerevisiae	AMB + LF	Up	1.712589483074e-09	2.17468086197173	S. cerevisiae AMB + LF	2.17468086197173
ribosome localization	GO:0033750	S. cerevisiae	AMB only	Down	1.78647660363162e-10	7.63788036352127	S. cerevisiae AMB only	-7.63788036352127
RNA 3'-end processing	GO:0031123	S. cerevisiae	AMB only	Down	0.00202581237948597	2.57171717171717	S. cerevisiae AMB only	-2.57171717171717
RNA 3'-end processing	GO:0031123	S. cerevisiae	AMB + LF	Up	0.0309578004807714	2.25223003247421	S. cerevisiae AMB + LF	2.25223003247421
RNA 5'-end processing	GO:0000966	S. cerevisiae	AMB only	Down	8.56910254894334e-13	13.5530826298286	S. cerevisiae AMB only	-13.5530826298286
RNA biosynthetic process	GO:0032774	S. cerevisiae	AMB only	Down	0.0407873904879554	1.27103327495622	S. cerevisiae AMB only	-1.27103327495622
RNA catabolic process	GO:0006401	S. cerevisiae	AMB only	Down	0.00132644915517343	2.00183536753235	S. cerevisiae AMB only	-2.00183536753235
RNA export from nucleus	GO:0006405	S. cerevisiae	AMB only	Down	8.40965335503518e-11	3.6399616871344	S. cerevisiae AMB only	-3.6399616871344
RNA export from nucleus	GO:0006405	S. cerevisiae	AMB + LF	Up	0.000334100296224468	2.44260047281324	S. cerevisiae AMB + LF	2.44260047281324
RNA localization	GO:0006403	S. cerevisiae	AMB only	Down	9.48631663441881e-15	3.63075310380974	S. cerevisiae AMB only	-3.63075310380974
RNA localization	GO:0006403	S. cerevisiae	AMB + LF	Up	0.0219227313949514	1.75390625	S. cerevisiae AMB + LF	1.75390625
RNA metabolic process	GO:0016070	S. cerevisiae	AMB only	Down	7.83597840119155e-28	2.16251405144482	S. cerevisiae AMB only	-2.16251405144482
RNA methylation	GO:0001510	S. cerevisiae	AMB only	Down	0.00703109340571016	2.24929211892402	S. cerevisiae AMB only	-2.24929211892402
RNA modification	GO:0009451	S. cerevisiae	AMB only	Down	6.63093988458415e-05	2.1430134792473	S. cerevisiae AMB only	-2.1430134792473
RNA phosphodiester bond hydrolysis	GO:0090501	S. cerevisiae	AMB only	Down	3.4702053037442e-17	3.90111771467704	S. cerevisiae AMB only	-3.90111771467704
RNA phosphodiester bond hydrolysis, endonucleolytic	GO:0090502	S. cerevisiae	AMB only	Down	4.63101730953346e-13	3.9506819397397	S. cerevisiae AMB only	-3.9506819397397
RNA phosphodiester bond hydrolysis, exonucleolytic	GO:0090503	S. cerevisiae	AMB only	Down	6.5755934464869e-05	5.84042553191489	S. cerevisiae AMB only	-5.84042553191489
RNA processing	GO:0006396	S. cerevisiae	AMB only	Down	1.79222681953539e-42	3.50930417557049	S. cerevisiae AMB only	-3.50930417557049
RNA secondary structure unwinding	GO:0010501	S. cerevisiae	AMB only	Down	1.21918419514087e-05	6.73176633252679	S. cerevisiae AMB only	-6.73176633252679
RNA surveillance	GO:0071025	S. cerevisiae	AMB only	Down	0.000356947537411641	4.66960486322188	S. cerevisiae AMB only	-4.66960486322188
RNA transport	GO:0050658	S. cerevisiae	AMB only	Down	1.86351684898599e-13	3.61772664552085	S. cerevisiae AMB only	-3.61772664552085
RNA transport	GO:0050658	S. cerevisiae	AMB + LF	Up	0.011926878826207	1.86564458486559	S. cerevisiae AMB + LF	1.86564458486559
rRNA 3'-end processing	GO:0031125	S. cerevisiae	AMB only	Down	1.48287516256509e-05	8.8948623455452	S. cerevisiae AMB only	-8.8948623455452
rRNA 5'-end processing	GO:0000967	S. cerevisiae	AMB only	Down	4.1904446188411e-15	24.4145817344589	S. cerevisiae AMB only	-24.4145817344589
rRNA base methylation	GO:0070475	S. cerevisiae	AMB only	Down	0.000336107550327582	Inf	S. cerevisiae AMB only	-Inf
rRNA catabolic process	GO:0016075	S. cerevisiae	AMB only	Down	0.00412934603881245	3.65544943318754	S. cerevisiae AMB only	-3.65544943318754
rRNA export from nucleus	GO:0006407	S. cerevisiae	AMB + LF	Up	3.45642295516965e-10	47.9826464208243	S. cerevisiae AMB + LF	47.9826464208243
rRNA metabolic process	GO:0016072	S. cerevisiae	AMB only	Down	5.06851609087056e-45	4.80867532953164	S. cerevisiae AMB only	-4.80867532953164
rRNA metabolic process	GO:0016072	S. cerevisiae	AMB + LF	Up	0.00163703066038395	1.66154785403144	S. cerevisiae AMB + LF	1.66154785403144
rRNA processing	GO:0006364	S. cerevisiae	AMB only	Down	1.5260895742373e-45	5.25852675166176	S. cerevisiae AMB only	-5.25852675166176
rRNA processing	GO:0006364	S. cerevisiae	AMB + LF	Up	0.000749169099461851	1.75137925798451	S. cerevisiae AMB + LF	1.75137925798451
rRNA transcription	GO:0009303	S. cerevisiae	AMB only	Down	0.00931395767674921	3.62090909090909	S. cerevisiae AMB only	-3.62090909090909
rRNA transport	GO:0051029	S. cerevisiae	AMB + LF	Up	3.45642295516965e-10	47.9826464208243	S. cerevisiae AMB + LF	47.9826464208243
rRNA-containing ribonucleoprotein complex export from nucleus	GO:0071428	S. cerevisiae	AMB only	Down	1.29181600358268e-08	5.05965221219459	S. cerevisiae AMB only	-5.05965221219459
rRNA-containing ribonucleoprotein complex export from nucleus	GO:0071428	S. cerevisiae	AMB + LF	Up	1.87875941738281e-06	4.40160797460468	S. cerevisiae AMB + LF	4.40160797460468
secondary alcohol biosynthetic process	GO:1902653	C. neoformans	AMB + LF	Down	0.0097655633917913	5.97736625514403	C. neoformans AMB + LF	-5.97736625514403
secondary alcohol biosynthetic process	GO:1902653	S. cerevisiae	AMB only	Down	0.000812249565456269	4.40683371298405	S. cerevisiae AMB only	-4.40683371298405
secondary alcohol biosynthetic process	GO:1902653	S. cerevisiae	AMB + LF	Down	0.00697893972086903	3.89526542324247	S. cerevisiae AMB + LF	-3.89526542324247
secondary alcohol metabolic process	GO:1902652	C. neoformans	AMB + LF	Down	0.0151743062775493	5.20153144346693	C. neoformans AMB + LF	-5.20153144346693
secondary alcohol metabolic process	GO:1902652	S. cerevisiae	AMB only	Down	0.000853611667490743	4.11863043089576	S. cerevisiae AMB only	-4.11863043089576
secondary alcohol metabolic process	GO:1902652	S. cerevisiae	AMB + LF	Down	0.0022641627749476	4.17560610315454	S. cerevisiae AMB + LF	-4.17560610315454
serine family amino acid biosynthetic process	GO:0009070	C. neoformans	AMB only	Up	0.0150633660861684	3.54367201426025	C. neoformans AMB only	3.54367201426025
sexual sporulation	GO:0034293	S. cerevisiae	AMB only	Up	0.00534659580919195	2.04263189812007	S. cerevisiae AMB only	2.04263189812007
sexual sporulation resulting in formation of a cellular spore	GO:0043935	S. cerevisiae	AMB only	Up	0.00534659580919195	2.04263189812007	S. cerevisiae AMB only	2.04263189812007
siderophore transport	GO:0015891	S. cerevisiae	AMB only	Up	0.00748822996296472	10.2697881828317	S. cerevisiae AMB only	10.2697881828317
single-species surface biofilm formation	GO:0090606	S. cerevisiae	AMB only	Up	0.0488160755600507	Inf	S. cerevisiae AMB only	Inf
sister chromatid biorientation	GO:0031134	C. neoformans	AMB + LF	Down	0.035654597345137	13.6247524752475	C. neoformans AMB + LF	-13.6247524752475
sister chromatid cohesion	GO:0007062	S. cerevisiae	AMB only	Down	0.00437333003175702	2.67009814612868	S. cerevisiae AMB only	-2.67009814612868
sister chromatid segregation	GO:0000819	C. neoformans	AMB only	Down	0.00508708698824658	3.52945812807882	C. neoformans AMB only	-3.52945812807882
sister chromatid segregation	GO:0000819	C. neoformans	AMB + LF	Down	5.58646790676313e-05	4.73367697594502	C. neoformans AMB + LF	-4.73367697594502
small molecule biosynthetic process	GO:0044283	C. neoformans	AMB only	Up	6.73776892891109e-06	1.95864898989899	C. neoformans AMB only	1.95864898989899
small molecule biosynthetic process	GO:0044283	C. neoformans	AMB + LF	Down	0.00479520008609746	2.23515749499881	C. neoformans AMB + LF	-2.23515749499881
small molecule biosynthetic process	GO:0044283	C. neoformans	AMB + LF	Up	0.000450266642871006	1.70957734141178	C. neoformans AMB + LF	1.70957734141178
small molecule biosynthetic process	GO:0044283	S. cerevisiae	AMB only	Up	1.94606716215828e-14	2.60902092952468	S. cerevisiae AMB only	2.60902092952468
small molecule biosynthetic process	GO:0044283	S. cerevisiae	AMB + LF	Up	1.2416002149162e-13	2.68908080895756	S. cerevisiae AMB + LF	2.68908080895756
small molecule catabolic process	GO:0044282	C. neoformans	AMB only	Up	6.24392570449916e-13	3.77153254618623	C. neoformans AMB only	3.77153254618623
small molecule catabolic process	GO:0044282	C. neoformans	AMB + LF	Up	4.30239656338276e-09	3.04502156721783	C. neoformans AMB + LF	3.04502156721783
small molecule catabolic process	GO:0044282	S. cerevisiae	AMB only	Up	0.0488160755600507	1.65861733672986	S. cerevisiae AMB only	1.65861733672986
small molecule metabolic process	GO:0044281	C. neoformans	AMB only	Up	1.51806738628385e-11	2.03214526239445	C. neoformans AMB only	2.03214526239445
small molecule metabolic process	GO:0044281	C. neoformans	AMB + LF	Up	1.35514854710284e-07	1.74504382610742	C. neoformans AMB + LF	1.74504382610742
small molecule metabolic process	GO:0044281	S. cerevisiae	AMB only	Up	7.6605309058308e-18	2.22780952380952	S. cerevisiae AMB only	2.22780952380952
small molecule metabolic process	GO:0044281	S. cerevisiae	AMB + LF	Up	8.12708389599128e-16	2.23705424657534	S. cerevisiae AMB + LF	2.23705424657534
snoRNA 3'-end processing	GO:0031126	S. cerevisiae	AMB only	Down	0.00272599767821087	4.16061951695007	S. cerevisiae AMB only	-4.16061951695007
snoRNA catabolic process	GO:0016077	S. cerevisiae	AMB + LF	Up	0.0223978789574016	23.6873661670236	S. cerevisiae AMB + LF	23.6873661670236
snoRNA metabolic process	GO:0016074	S. cerevisiae	AMB only	Down	7.77081281821845e-05	3.53060317146668	S. cerevisiae AMB only	-3.53060317146668
snoRNA processing	GO:0043144	S. cerevisiae	AMB only	Down	3.06284497597686e-05	4.46237731733915	S. cerevisiae AMB only	-4.46237731733915
snRNA 3'-end processing	GO:0034472	S. cerevisiae	AMB only	Down	0.00041417474609535	7.21066291770304	S. cerevisiae AMB only	-7.21066291770304
snRNA catabolic process	GO:0016076	S. cerevisiae	AMB + LF	Up	0.0223978789574016	23.6873661670236	S. cerevisiae AMB + LF	23.6873661670236
snRNA metabolic process	GO:0016073	S. cerevisiae	AMB only	Down	0.000356947537411641	4.66960486322188	S. cerevisiae AMB only	-4.66960486322188
snRNA metabolic process	GO:0016073	S. cerevisiae	AMB + LF	Up	0.0188433540109142	3.40080222153656	S. cerevisiae AMB + LF	3.40080222153656
snRNA modification	GO:0040031	S. cerevisiae	AMB + LF	Up	0.0466899195733934	7.40621650589496	S. cerevisiae AMB + LF	7.40621650589496
snRNA processing	GO:0016180	S. cerevisiae	AMB only	Down	0.000768718540461373	6.30809992429977	S. cerevisiae AMB only	-6.30809992429977
snRNA pseudouridine synthesis	GO:0031120	S. cerevisiae	AMB + LF	Up	0.0466899195733934	7.40621650589496	S. cerevisiae AMB + LF	7.40621650589496
sodium ion transport	GO:0006814	S. cerevisiae	AMB only	Up	0.0137711163123817	7.7008779264214	S. cerevisiae AMB only	7.7008779264214
sphingoid long-chain base transport	GO:1905329	S. cerevisiae	AMB only	Up	0.0488160755600507	Inf	S. cerevisiae AMB only	Inf
spindle assembly	GO:0051225	C. neoformans	AMB + LF	Down	0.00579546671384046	8.62311557788945	C. neoformans AMB + LF	-8.62311557788945
spindle assembly checkpoint	GO:0071173	C. neoformans	AMB only	Down	0.0120320257791522	8.56901408450704	C. neoformans AMB only	-8.56901408450704
spindle assembly checkpoint	GO:0071173	C. neoformans	AMB + LF	Down	0.00479520008609746	9.2	C. neoformans AMB + LF	-9.2
spindle checkpoint	GO:0031577	C. neoformans	AMB only	Down	0.0347108147414537	5.83354673495519	C. neoformans AMB only	-5.83354673495519
spindle checkpoint	GO:0031577	C. neoformans	AMB + LF	Down	0.0151743062775493	6.26313385107355	C. neoformans AMB + LF	-6.26313385107355
spindle disassembly	GO:0051230	C. neoformans	AMB + LF	Down	0.0181247825536919	22.7178217821782	C. neoformans AMB + LF	-22.7178217821782
spindle elongation	GO:0051231	C. neoformans	AMB + LF	Down	0.0309653548236374	8.2876526458616	C. neoformans AMB + LF	-8.2876526458616
spindle organization	GO:0007051	C. neoformans	AMB only	Down	0.0383066448916193	4.6907429245283	C. neoformans AMB only	-4.6907429245283
spindle organization	GO:0007051	C. neoformans	AMB + LF	Down	0.000228413335968171	8.06896551724138	C. neoformans AMB + LF	-8.06896551724138
spindle pole body organization	GO:0051300	C. neoformans	AMB only	Down	0.0347108147414537	7.61682242990654	C. neoformans AMB only	-7.61682242990654
spindle pole body organization	GO:0051300	C. neoformans	AMB + LF	Down	0.0151743062775493	8.175	C. neoformans AMB + LF	-8.175
spliceosomal complex disassembly	GO:0000390	S. cerevisiae	AMB only	Down	0.0191584996094958	19.3190368698269	S. cerevisiae AMB only	-19.3190368698269
sporulation	GO:0043934	S. cerevisiae	AMB only	Up	0.00823363814345234	1.79174868766404	S. cerevisiae AMB only	1.79174868766404
sporulation resulting in formation of a cellular spore	GO:0030435	S. cerevisiae	AMB only	Up	0.00970894203427494	1.78386816999133	S. cerevisiae AMB only	1.78386816999133
SRP-dependent cotranslational protein targeting to membrane	GO:0006614	S. cerevisiae	AMB only	Down	0.0137919450450934	4.26198034769463	S. cerevisiae AMB only	-4.26198034769463
steroid biosynthetic process	GO:0006694	S. cerevisiae	AMB only	Down	0.00127804566643843	3.53812093538121	S. cerevisiae AMB only	-3.53812093538121
steroid biosynthetic process	GO:0006694	S. cerevisiae	AMB + LF	Down	0.00697893972086903	3.31492411467116	S. cerevisiae AMB + LF	-3.31492411467116
steroid metabolic process	GO:0008202	S. cerevisiae	AMB only	Down	0.0164230150660029	2.47323963165547	S. cerevisiae AMB only	-2.47323963165547
steroid metabolic process	GO:0008202	S. cerevisiae	AMB + LF	Down	0.021989732413792	2.59936406995231	S. cerevisiae AMB + LF	-2.59936406995231
sterol biosynthetic process	GO:0016126	C. neoformans	AMB + LF	Down	0.0359114416263567	4.58492462311558	C. neoformans AMB + LF	-4.58492462311558
sterol biosynthetic process	GO:0016126	S. cerevisiae	AMB only	Down	0.00266963406222033	3.35865883166263	S. cerevisiae AMB only	-3.35865883166263
sterol biosynthetic process	GO:0016126	S. cerevisiae	AMB + LF	Down	0.0139911790822757	3.12812412243752	S. cerevisiae AMB + LF	-3.12812412243752
sterol metabolic process	GO:0016125	C. neoformans	AMB only	Down	0.0478919942313297	4.28584905660377	C. neoformans AMB only	-4.28584905660377
sterol metabolic process	GO:0016125	C. neoformans	AMB + LF	Down	0.0204724577529935	4.6030303030303	C. neoformans AMB + LF	-4.6030303030303
sterol metabolic process	GO:0016125	S. cerevisiae	AMB only	Down	0.0131300934472293	2.55102817974105	S. cerevisiae AMB only	-2.55102817974105
sterol metabolic process	GO:0016125	S. cerevisiae	AMB + LF	Down	0.0189922549205251	2.67864455364455	S. cerevisiae AMB + LF	-2.67864455364455
stress granule disassembly	GO:0035617	C. neoformans	AMB + LF	Up	0.0189195586330104	20.9534127843987	C. neoformans AMB + LF	20.9534127843987
stress response to cadmium ion	GO:1990170	C. neoformans	AMB only	Up	0.0222988757959759	7.49812030075188	C. neoformans AMB only	7.49812030075188
stress response to metal ion	GO:0097501	C. neoformans	AMB only	Up	0.00817838518729744	8.75878293601004	C. neoformans AMB only	8.75878293601004
stress-activated MAPK cascade	GO:0051403	S. cerevisiae	AMB only	Up	0.0156000406234856	5.87001394700139	S. cerevisiae AMB only	5.87001394700139
stress-activated protein kinase signaling cascade	GO:0031098	S. cerevisiae	AMB only	Up	0.0488160755600507	3.02857592281879	S. cerevisiae AMB only	3.02857592281879
sulfate assimilation	GO:0000103	C. neoformans	AMB only	Up	0.000105272431631202	16.7506297229219	C. neoformans AMB only	16.7506297229219
sulfate assimilation	GO:0000103	C. neoformans	AMB + LF	Up	0.0150684975207076	6.72	C. neoformans AMB + LF	6.72
sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)	GO:0019379	C. neoformans	AMB only	Up	0.0286958445254287	19.96	C. neoformans AMB only	19.96
sulfate reduction	GO:0019419	C. neoformans	AMB only	Up	0.0286958445254287	19.96	C. neoformans AMB only	19.96
sulfur amino acid biosynthetic process	GO:0000097	C. neoformans	AMB only	Up	0.00111201204280714	3.78721374045802	C. neoformans AMB only	3.78721374045802
sulfur amino acid biosynthetic process	GO:0000097	C. neoformans	AMB + LF	Up	0.0408261689328248	2.59311740890688	C. neoformans AMB + LF	2.59311740890688
sulfur amino acid biosynthetic process	GO:0000097	S. cerevisiae	AMB only	Up	0.0184473969209293	2.82635214827296	S. cerevisiae AMB only	2.82635214827296
sulfur amino acid biosynthetic process	GO:0000097	S. cerevisiae	AMB + LF	Up	0.00182311267738086	3.8226464208243	S. cerevisiae AMB + LF	3.8226464208243
sulfur amino acid catabolic process	GO:0000098	S. cerevisiae	AMB only	Up	0.0488160755600507	Inf	S. cerevisiae AMB only	Inf
sulfur amino acid metabolic process	GO:0000096	C. neoformans	AMB only	Up	0.000577555613617325	3.74716553287982	C. neoformans AMB only	3.74716553287982
